Partner_Encoded,Dependents_Encoded,PhoneService_Encoded,PaperlessBilling_Encoded,TenureCategory_Encoded,ServiceAdoptionLevel_Encoded,OnlineSecurity_Binary,OnlineBackup_Binary,DeviceProtection_Binary,TechSupport_Binary,StreamingTV_Binary,StreamingMovies_Binary,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_StandardScaled,MonthlyCharges_StandardScaled,TotalCharges_StandardScaled,ServiceAdoptionScore_StandardScaled,AvgChargesPerService_StandardScaled,TotalServices_StandardScaled,PaymentReliabilityScore_StandardScaled,ContractReliabilityScore_StandardScaled,OverallReliabilityScore_StandardScaled,Churn
0,0,1,1,2,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1.6137012404433893,-1.461108173064988,-0.33465237791516267,-1.103033437928102,-0.6222012710196662,-1.360505196277561,-0.11407934444186284,1.5707489619921844,0.8557658231737686,0
0,0,1,1,2,0,0,0,0,0,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1.5729808767233588,-1.3331498040521963,-0.22631991224948278,-1.103033437928102,-1.2289183320386552,-0.9280832414338016,-0.11407934444186284,1.5707489619921844,0.8557658231737686,0
1,1,1,0,2,0,0,0,0,0,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1.5322605130033284,-1.3098846460498705,-0.2490849508499677,-1.103033437928102,-1.164078340784717,-0.9280832414338016,-0.11407934444186284,1.5707489619921844,0.8557658231737686,0
1,1,1,0,1,0,0,0,0,0,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.10704778280226633,-1.3065610520495383,-0.6487525568224354,-1.103033437928102,-1.154815484891298,-0.9280832414338016,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,0,1,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.6666391278783103,-1.4876969250676457,-0.8841457030489616,-1.103033437928102,-0.7333555417407024,-1.360505196277561,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,0
0,0,1,1,0,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.9516816739185228,-1.4827115340671475,-0.9335581899337352,-1.103033437928102,-0.7125141159805084,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
0,0,1,0,2,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1.2064976032430856,-1.4926823160681442,-0.4526908677903516,-1.103033437928102,-0.7541969675008965,-1.360505196277561,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,1,1,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.14776814652229667,-1.5358890380724635,-0.7018048027857748,-1.103033437928102,-0.9348226574225803,-1.360505196277561,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,1,1,0,0,0,0,0,0,0,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.8295205827584317,-1.2749869090463821,-0.86682927349336,-1.103033437928102,-1.0668183539038112,-0.9280832414338016,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
1,1,1,0,2,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.8400143297628127,-1.481049737066981,-0.5345302991932578,-1.103033437928102,-0.7055669740604436,-1.360505196277561,1.0320844542800183,0.3712710329765762,0.8557658231737686,0
0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-1.0331224013585834,-1.491020519067978,-0.9293890113528323,-1.103033437928102,-0.7472498255808322,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
1,0,1,1,2,0,0,0,0,0,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1.6137012404433893,-1.2982520670487077,-0.15103204718799515,-1.103033437928102,-1.1316583451577487,-0.9280832414338016,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,1,1,1,2,1,0,0,1,1,1,0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,0.7178532386027215,0.16246749609731476,0.5128379495964961,0.5207381436215996,-0.7472498255808316,0.8016045779412352,-1.260243143163744,0.3712710329765762,-0.5587281201758802,0
1,1,1,0,1,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.4223169455581282,-1.4893587220678117,-0.8145270384916645,-1.103033437928102,-0.7403026836607672,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
1,0,1,0,2,2,0,1,1,1,1,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.6137012404433893,1.4935668932303794,2.4788813898162854,1.6032525313214008,-0.12509467140614328,1.6664484876287537,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,1,1,0,2,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1.5729808767233588,-1.491020519067978,-0.3893149415314434,-1.103033437928102,-0.7472498255808322,-1.360505196277561,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,0,1,0,2,2,1,1,1,1,0,1,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,1.6137012404433893,0.4915033021302069,1.557889988063526,1.6032525313214008,-1.0560116886948212,1.6664484876287537,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,0,1,0,2,2,1,1,1,1,1,1,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.6137012404433893,0.7740087921584478,1.87108574198764,2.1445097251713015,-1.065428925519798,2.098870442472513,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,1,1,1,1,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.2594354906780068,-1.51594747407047,-0.7782397434356589,-1.103033437928102,-0.8514569543818036,-1.360505196277561,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,1,1,1,2,2,1,1,1,1,1,1,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.6137012404433893,0.8438042661654253,1.9574031800144789,2.1445097251713015,-1.0070729333912538,2.098870442472513,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,0,1,1,1,1,0,0,0,0,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5549717837226001,0.6477122201458225,0.6917155639485625,-0.02051905022830094,0.3897657353364333,0.369182623097476,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,0
0,0,1,0,1,0,0,0,0,0,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.62591876415828,-1.328164413051698,-0.7961076516395279,-1.103033437928102,-1.2150240481985255,-0.9280832414338016,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,0
1,1,1,1,2,2,1,0,1,1,1,1,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,1.369379058123207,0.6394032351449919,1.5152496589794784,1.6032525313214008,-0.9186126596090958,1.6664484876287537,-0.11407934444186284,1.5707489619921844,0.8557658231737686,0
0,1,1,0,2,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1.6137012404433893,-1.491020519067978,-0.3309243822528739,-1.103033437928102,-0.7472498255808322,-1.360505196277561,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,1,1,0,2,0,0,0,0,0,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1.0843365120829946,-1.3065610520495383,-0.32898317741097216,-1.103033437928102,-1.154815484891298,-0.9280832414338016,-0.11407934444186284,1.5707489619921844,0.8557658231737686,0
1,1,1,0,2,0,0,0,0,0,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.9621754209229036,-1.3497677740538576,-0.38713108608430385,-1.103033437928102,-1.275232611505754,-0.9280832414338016,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,1,2,1,1,1,0,1,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,1.369379058123207,-0.030300955921955676,0.8358720826057033,0.5207381436215996,-0.9774979577886924,0.8016045779412352,1.0320844542800183,0.3712710329765762,0.8557658231737686,0
1,0,1,1,2,2,1,0,1,1,1,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,1.2064976032430856,0.5047976781315361,1.1206115382792108,1.6032525313214008,-0.7350923272207185,1.2340265327849944,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,1,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5549717837226001,-0.6501512369839195,-0.09467092933505031,-1.103033437928102,0.6745985540590891,-0.9280832414338016,1.0320844542800183,-0.828206896039032,0.14851885149894414,0
0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-0.38159658183809786,-1.4993295040688086,-0.7948502803214779,-1.103033437928102,-0.781985535181156,-1.360505196277561,1.0320844542800183,0.3712710329765762,0.8557658231737686,0
1,1,1,0,2,1,1,1,0,1,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,1.6137012404433893,0.06608327008767942,1.0943832137676057,0.5207381436215996,-0.862373891684762,0.8016045779412352,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,1,1,0,0,1,0,0,0,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,-1.1960038562387048,0.19736523310080326,-0.9062269081255947,0.5207381436215996,-0.2377927514427497,0.369182623097476,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,0
0,0,1,1,2,2,1,1,1,1,1,1,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0.9214550572028734,1.7195712852529719,1.8100922034892477,2.1445097251713015,-0.27484417501642827,2.098870442472513,-1.260243143163744,-0.828206896039032,-1.2659750918507047,0
1,1,1,0,1,2,0,1,1,1,1,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,-0.0965540357978854,0.53304822713436,0.039514855361412936,1.6032525313214008,-0.7055669740604436,1.2340265327849944,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,1,1,0,2,2,1,0,1,1,0,1,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,1.247217966963116,0.36354493311741554,1.057500321771471,1.0619953374715,-0.8827190930220946,1.2340265327849944,-0.11407934444186284,1.5707489619921844,0.8557658231737686,0
0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-1.2367242199587352,-1.4893587220678117,-0.9847354084929649,-1.103033437928102,-0.7403026836607672,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
0,1,1,0,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.62591876415828,-0.6700928009859131,-0.7051577929672416,-1.103033437928102,0.6190214186985706,-0.9280832414338016,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
0,0,1,0,2,2,1,0,1,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,0.9621754209229036,0.28211688010927544,0.782863954934225,1.0619953374715,-0.967821581542888,1.2340265327849944,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,0,1,0,2,2,1,1,1,1,1,1,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.6137012404433893,1.5733331492383529,2.508661236822734,2.1445097251713015,-0.3971138728095684,2.098870442472513,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,0,1,0,2,2,1,1,1,0,0,1,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,0.6771328748826912,0.23392476710445778,0.5260293188630562,1.0619953374715,-1.0181883604633577,1.2340265327849944,-1.260243143163744,0.3712710329765762,-0.5587281201758802,0
1,1,1,0,2,2,1,1,1,0,1,1,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,1.369379058123207,1.478610720228884,2.118898187373152,1.6032525313214008,-0.138988955246273,1.6664484876287537,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,0,1,1,2,2,1,1,1,1,1,1,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0.7992939660427822,1.3805646972190828,1.4149908407244356,2.1445097251713015,-0.23007370486490025,1.6664484876287537,-1.260243143163744,1.5707489619921844,0.14851885149894414,0
0,0,1,1,1,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.3408762181180675,-0.5138838829702976,-0.4616909993300783,-0.5617762440782015,-0.08727134317468009,-0.49566128659004244,1.0320844542800183,-0.828206896039032,0.14851885149894414,0
1,0,0,0,2,2,0,1,1,1,1,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.125056875803025,-0.13167057293208934,0.5840007543689422,1.6032525313214008,-1.0985767169669642,0.8016045779412352,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,1,1,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.015113308357824713,-0.3510277769540174,-0.23829802848985426,-0.5617762440782015,-0.4999315732265266,-0.06323933174628321,-1.260243143163744,-0.828206896039032,-1.2659750918507047,0
1,1,1,1,1,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.43281069256250915,-1.5142856770703037,-0.663311593136699,-1.103033437928102,-0.8445098124617386,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
1,1,1,0,1,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.5956921474426305,-1.479387940066815,-0.620450672593344,-1.103033437928102,-0.6986198321403786,-1.360505196277561,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,1,2,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1.0436161483629645,-1.51594747407047,-0.5489349214860066,-1.103033437928102,-0.8514569543818036,-1.360505196277561,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,1,0,0,0,0,0,0,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.9109613101984924,-1.3381351950526947,-0.8865942682472695,-1.103033437928102,-1.2428126158787849,-0.9280832414338016,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,0
0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,-1.2367242199587352,-1.4760643460664828,-0.990294313267502,-1.103033437928102,-0.6847255483002489,-1.360505196277561,1.0320844542800183,-0.828206896039032,0.14851885149894414,0
1,1,1,0,2,0,1,0,0,0,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.6137012404433893,-0.31446824295036285,0.7517164408800732,-0.5617762440782015,-0.43879672432995703,-0.06323933174628321,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,0,1,1,2,1,0,1,1,0,0,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1.4915401492832983,1.0166311541827018,1.80984955288401,0.5207381436215996,0.2729875878229636,0.8016045779412352,1.0320844542800183,-0.828206896039032,0.14851885149894414,0
0,0,1,1,0,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,-0.9109613101984924,-1.4876969250676457,-0.9181609060741048,-1.103033437928102,-0.7333555417407024,-1.360505196277561,1.0320844542800183,-0.828206896039032,0.14851885149894414,0
0,0,1,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0.5549717837226001,-0.3028356639492,0.18049485700453238,-0.5617762440782015,0.35387216874943217,-0.49566128659004244,1.0320844542800183,0.3712710329765762,0.8557658231737686,0
1,1,1,1,2,0,0,0,0,0,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1.2879383306831464,-1.3530913680541898,-0.31790948615375947,-1.103033437928102,-1.284495467399173,-0.9280832414338016,-0.11407934444186284,1.5707489619921844,0.8557658231737686,0
0,0,1,1,2,2,1,0,1,1,0,1,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,1.247217966963116,0.2372483611047903,0.9703666953451962,1.0619953374715,-1.014714789503325,1.2340265327849944,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,0,1,0,2,0,0,0,0,0,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,1.125056875803025,-1.3497677740538576,-0.3414024765699576,-1.103033437928102,-1.275232611505754,-0.9280832414338016,1.0320844542800183,0.3712710329765762,0.8557658231737686,0
1,1,1,1,2,2,1,1,1,0,1,0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,1.5729808767233588,1.1379423351948288,2.1096995235200486,1.0619953374715,-0.07337705933455038,1.2340265327849944,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.9109613101984924,-1.504314895069307,-0.906138671541872,-1.103033437928102,-0.80282696094135,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
0,0,1,0,1,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.22920887396235737,-1.4843733310673135,-0.6836721848307374,-1.103033437928102,-0.7194612579005727,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.46303730927815856,-1.4594463760648215,-0.8137549683840899,-1.103033437928102,-0.6152541290996013,-1.360505196277561,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,1,1,0,1,0,1,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.5851984004382496,-0.23636378394255506,-0.5678175504026879,-0.5617762440782015,-0.3081904562327394,-0.06323933174628321,-0.11407934444186284,-0.828206896039032,-0.5587281201758802,0
1,0,1,1,2,0,0,0,0,0,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1.4508197855632678,-1.3231790220511994,-0.2933135384410262,-1.103033437928102,-1.2011297643583962,-0.9280832414338016,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,0,1,1,1,1,0,0,1,0,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0.5956921474426305,0.9983513871808745,0.9953597076846823,0.5207381436215996,0.25115371321704616,0.8016045779412352,1.0320844542800183,0.3712710329765762,0.8557658231737686,0
1,1,1,0,1,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.10704778280226633,-1.4993295040688086,-0.6930693809972166,-1.103033437928102,-0.781985535181156,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
1,0,1,0,1,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.015113308357824713,-1.5109620830699715,-0.7440701263890007,-1.103033437928102,-0.8306155286216089,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
0,0,0,1,2,2,1,1,1,1,1,1,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.6137012404433893,-0.035286346922454,0.964013661317154,2.1445097251713015,-1.2995476082259803,1.2340265327849944,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,0,0,0,0,0,0,0,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,-0.8295205827584317,-1.3215172250510334,-0.8662777948450925,-1.103033437928102,-1.1964983364116861,-0.9280832414338016,-1.260243143163744,-0.828206896039032,-1.2659750918507047,0
1,0,1,1,1,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.47353105628253944,-1.5093002860698053,-0.6319876059151014,-1.103033437928102,-0.8236683867015441,-1.360505196277561,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,0,1,1,2,2,1,1,1,0,1,1,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,1.6137012404433893,1.4919050962302134,2.47085186069751,1.6032525313214008,-0.12663848072171346,1.6664484876287537,-1.260243143163744,1.5707489619921844,0.14851885149894414,0
1,1,1,0,1,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.3920903288424788,-1.479387940066815,-0.6286125565877039,-1.103033437928102,-0.6986198321403786,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
1,0,1,1,2,1,1,0,0,1,0,0,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1.247217966963116,0.6610065961471517,1.3668136660117813,-0.02051905022830094,0.40829144712327314,0.369182623097476,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,1,2,1,1,1,0,1,0,0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,1.3286586944031769,0.8338334841644282,1.5727799115667502,0.5207381436215996,0.054648841763785795,0.8016045779412352,-1.260243143163744,0.3712710329765762,-0.5587281201758802,0
1,0,1,1,2,1,0,1,0,0,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,1.1657772395230555,1.2060760122016398,1.628633669063289,0.5207381436215996,0.49926592464793024,0.8016045779412352,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,1,2,0,0,1,0,0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.7992939660427822,0.5131066631323666,0.890247877324885,-0.5617762440782015,0.945073946146943,-0.06323933174628321,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
0,0,1,1,1,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.62591876415828,-1.4843733310673135,-0.8824692079582281,-1.103033437928102,-0.7194612579005727,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
1,1,1,0,2,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1.0436161483629645,-1.502653098069141,-0.5294566956291963,-1.103033437928102,-0.7958798190212851,-1.360505196277561,1.0320844542800183,1.5707489619921844,1.563012794848593,0
0,0,1,0,2,2,1,0,1,1,1,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,1.1657772395230555,0.720831288153132,1.2774741249924364,1.6032525313214008,-0.8429660031461684,1.6664484876287537,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,1,1,1,2,2,0,0,1,1,1,1,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,1.0436161483629645,1.3390197722149297,1.6434574151287213,1.0619953374715,0.13677398374740846,1.2340265327849944,1.0320844542800183,0.3712710329765762,0.8557658231737686,0
0,0,1,1,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.9109613101984924,-1.4943441130683104,-0.9183153200956197,-1.103033437928102,-0.7611441094209613,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
1,1,1,1,2,2,1,1,1,1,1,1,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.6137012404433893,1.722894879253304,2.672560691087854,2.1445097251713015,-0.2720653182484024,2.098870442472513,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,0,1,0,2,2,1,1,1,1,0,1,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,1.6137012404433893,1.3572995392167568,2.3390484637615625,1.6032525313214008,-0.2516870352828794,1.6664484876287537,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,1,1,1,2,2,0,1,1,0,1,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,1.5322605130033284,1.3872118852197473,2.25765021527727,1.0619953374715,0.18714076266787805,1.2340265327849944,-1.260243143163744,0.3712710329765762,-0.5587281201758802,0
1,1,1,0,1,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.06632741908223598,-1.5009913010689746,-0.7063048685556381,-1.103033437928102,-0.7889326771012203,-1.360505196277561,1.0320844542800183,0.3712710329765762,0.8557658231737686,0
0,0,1,1,1,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.10704778280226633,-1.51594747407047,-0.7243051316350914,-1.103033437928102,-0.8514569543818036,-1.360505196277561,-0.11407934444186284,0.3712710329765762,0.14851885149894414,0
1,1,1,0,1,0,0,0,0,0,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.025607055362205634,-1.3497677740538576,-0.6527011439440311,-1.103033437928102,-1.275232611505754,-0.9280832414338016,1.0320844542800183,0.3712710329765762,0.8557658231737686,0
1,0,1,0,2,2,1,1,1,0,0,1,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,1.4508197855632678,0.20567421810163386,1.0860669157517306,1.0619953374715,-0.695642485603208,0.8016045779412352,1.0320844542800183,1.5707489619921844,1.563012794848593,0
1,1,1,0,2,2,1,1,1,1,1,1,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.125056875803025,1.6780263602488188,1.9759328625962689,2.1445097251713015,-0.30957988461675207,2.098870442472513,1.0320844542800183,1.5707489619921844,1.563012794848593,0
